Position_X,Position_Y,Position_Z,Rotation_Roll,Rotation_Pitch,Rotation_Yaw,Speed
237.286316,133.556900,17.420019,0.000000,0.000000,0.000000,50.000000
237.224319,133.440414,17.236753,0.000000,0.000000,0.000000,50.000000
237.167267,133.306183,17.062756,0.000000,0.000000,0.000000,50.000000
237.114227,133.157547,16.896288,0.000000,0.000000,0.000000,50.000000
237.067963,133.010452,16.748529,0.000000,0.000000,0.000000,50.000000
237.026886,132.877777,16.615961,0.000000,0.000000,0.000000,50.000000
236.993530,132.770050,16.508324,0.000000,0.000000,0.000000,50.000000
236.966446,132.682587,16.420929,0.000000,0.000000,0.000000,50.000000
236.944458,132.611572,16.349970,0.000000,0.000000,0.000000,50.000000
236.926605,132.553909,16.292356,0.000000,0.000000,0.000000,50.000000
236.912109,132.507095,16.245577,0.000000,0.000000,0.000000,50.000000
236.900345,132.469086,16.207596,0.000000,0.000000,0.000000,50.000000
236.890793,132.438217,16.176758,0.000000,0.000000,0.000000,50.000000
236.883026,132.413162,16.151718,0.000000,0.000000,0.000000,50.000000
236.876724,132.392807,16.131388,0.000000,0.000000,0.000000,50.000000
236.871613,132.376282,16.114882,0.000000,0.000000,0.000000,50.000000
236.867462,132.362869,16.101480,0.000000,0.000000,0.000000,50.000000
236.860275,132.351883,16.078001,0.000000,0.000000,0.000000,50.000000
236.854431,132.342972,16.058937,0.000000,0.000000,0.000000,50.000000
236.845871,132.335648,16.030861,0.000000,0.000000,0.000000,50.000000
236.838928,132.329697,16.008064,0.000000,0.000000,0.000000,50.000000
236.829468,132.324783,15.976958,0.000000,0.000000,0.000000,50.000000
236.817978,132.320694,15.939105,0.000000,0.000000,0.000000,50.000000
236.801010,132.317200,15.883175,0.000000,0.000000,0.000000,50.000000
236.783722,132.301117,15.825166,0.000000,0.000000,0.000000,50.000000
236.765869,132.287979,15.765469,0.000000,0.000000,0.000000,50.000000
236.747559,132.277222,15.704400,0.000000,0.000000,0.000000,50.000000
236.728882,132.268402,15.642220,0.000000,0.000000,0.000000,50.000000
236.709900,132.261139,15.579135,0.000000,0.000000,0.000000,50.000000
236.690674,132.255157,15.515318,0.000000,0.000000,0.000000,50.000000
236.671539,132.237061,15.450905,0.000000,0.000000,0.000000,50.000000
236.656006,132.222366,15.398604,0.000000,0.000000,0.000000,50.000000
236.643402,132.210434,15.356140,0.000000,0.000000,0.000000,50.000000
236.633163,132.200745,15.321662,0.000000,0.000000,0.000000,50.000000
236.624847,132.192871,15.293668,0.000000,0.000000,0.000000,50.000000
236.618103,132.186478,15.270939,0.000000,0.000000,0.000000,50.000000
236.612625,132.181290,15.252484,0.000000,0.000000,0.000000,50.000000
236.608170,132.177078,15.237500,0.000000,0.000000,0.000000,50.000000
236.604553,132.173660,15.225334,0.000000,0.000000,0.000000,50.000000
236.599243,132.168625,15.207436,0.000000,0.000000,0.000000,50.000000
236.595734,132.165314,15.195637,0.000000,0.000000,0.000000,50.000000
236.592575,132.162338,15.185027,0.000000,0.000000,0.000000,50.000000
236.589523,132.159439,15.174684,0.000000,0.000000,0.000000,50.000000
